,id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
9078,6762827206,42629,4,1.0,7.065613363597717,8.594339400592892,1.0,0,0,5,6,7.065613363597717,0.0,1953,0,122053,52.722,-114.362,7.00397413672268,8.594339400592892,3,60,12.611374406964662
9079,6762827267,42629,3,2.75,8.033009498596668,9.885119895177944,1.0,0,2,4,7,7.384610383176974,7.293697720601438,1958,0,122066,52.6141,-114.474,7.793586803371584,9.426338455129521,2,75,12.608202196848836
9080,6762827268,42629,3,1.0,7.346655163176539,9.080117784926209,1.0,0,0,3,7,7.1316985104669115,5.707110264748875,1952,0,122051,52.7713,-114.471,7.659642954564682,8.891374009484636,1,56,12.608202196848836
9081,6762827885,42629,3,2.25,7.791935956938058,8.929170383139624,1.0,0,0,4,8,7.223295679562314,6.957497370876951,1967,0,122018,52.5412,-114.566,7.67368812926773,8.987321812850125,1,59,12.549665896013254
9082,6762828049,42629,1,1.0,6.46302945692067,8.756367559802975,1.0,0,0,3,5,6.46302945692067,0.0,1939,0,122007,52.9276,-114.549,7.147559271189454,8.756367559802975,1,66,12.539687231525832
9083,6762828311,42629,3,2.5,7.409136443920128,8.698681067461614,2.0,0,0,4,7,7.409136443920128,0.0,1989,0,122065,52.5903,-114.38,7.565793282428515,8.80492526261806,1,65,12.51723073716405
9084,6762828419,42629,3,2.5,7.500529485395295,9.862717639992917,1.0,0,0,3,8,7.500529485395295,0.0,2005,0,122039,52.4898,-114.471,7.280008252884188,9.575052927597383,1,58,12.506180941677357
9085,6762829035,42629,3,2.25,7.462214939768189,9.24753981296529,1.0,0,0,5,7,7.462214939768189,0.0,1977,0,122035,52.6115,-114.28,7.259116128097101,9.22700081286929,3,55,12.449022745701502
9086,6762829243,42629,2,1.5,7.0909098220799835,8.661120360222881,2.0,0,0,3,7,7.0909098220799835,0.0,1985,0,122042,52.7023,-114.38,7.333676395657684,8.428799040653642,3,75,12.429220196836383
9088,6762829920,42629,4,2.0,7.273092595999522,8.684739462628038,1.0,0,0,5,5,7.273092595999522,0.0,1943,0,122053,52.7372,-114.371,7.313886831633462,9.313799080344413,3,58,12.354496960983985
9090,6762830845,42629,2,2.75,7.372118028337787,9.948365311314214,1.5,0,0,3,5,7.372118028337787,0.0,1920,0,122039,52.5086,-114.44,7.1785454837637,8.699681400989514,2,59,12.20582761551277
9091,6762831345,42629,2,2.5,7.415175109613295,7.7226775164680035,2.0,0,0,3,7,7.415175109613295,0.0,1981,0,122035,52.6093,-114.336,7.462214939768189,7.779466967458324,1,77,11.982935344196433
9093,6762810522,42630,4,2.25,8.35490952835879,9.737491998340946,1.0,0,2,4,9,7.7752758464868625,7.534228326274089,1974,0,122057,52.7753,-114.424,8.149312843635345,9.780980878043332,1,54,14.240778946963175
9094,6762811400,42630,3,2.5,8.427487278331744,9.270117576012044,2.0,0,0,3,12,8.427487278331744,0.0,1991,0,122012,52.7833,-114.287,8.258681496264236,9.356775650205728,2,71,13.854732232655556
9095,6762811550,42630,5,3.25,8.357259153499912,8.969796305981806,2.0,0,0,3,10,8.357259153499912,0.0,2005,0,122019,52.841,-114.182,8.299285906897275,8.926517509850122,1,64,13.809493491674422
9096,6762811911,42630,4,1.75,7.80016307039296,9.37534620656045,1.0,0,4,3,8,7.259116128097101,6.928537818164665,1950,0,122006,52.9107,-114.457,7.824445930877619,8.990815266184685,3,55,13.73755009757506
9097,6762811990,42630,3,3.5,7.9865049385539955,8.769040810858803,2.0,0,0,3,10,7.9865049385539955,0.0,2014,0,122020,52.8118,-114.237,7.923348211930154,8.80926561216931,3,63,13.725755420303582
9098,6762812006,42630,2,2.5,7.601402334583733,8.546946149565585,2.0,0,4,3,9,7.601402334583733,0.0,1992,0,122033,52.9356,-114.413,7.828436359157585,8.824824939175638,3,55,13.721200977393528
9099,6762812173,42630,4,2.75,8.172164452111904,8.612685172875459,2.0,0,0,3,9,8.172164452111904,0.0,2014,0,122019,52.8481,-114.246,8.172164452111904,8.612685172875459,1,58,13.697842390710264
9100,6762812189,42630,3,2.0,7.85979918056211,8.229777750081887,1.5,0,0,5,7,7.490529402060711,6.68586094706836,1904,0,122061,52.865,-114.543,7.80016307039296,8.294299608857235,3,61,13.69334405393293
9102,6762812481,42630,4,2.5,7.972810784121404,9.207636720401869,2.0,0,0,3,9,7.972810784121404,0.0,1993,0,122027,52.7836,-114.311,7.973155433444133,9.055789612127585,3,67,13.652992804936396
9103,6762813878,42630,4,2.5,8.157943507105037,9.826714493730215,2.0,0,0,4,9,8.157943507105037,0.0,1990,0,122037,52.9706,-114.26,7.955425088912672,9.826714493730215,2,57,13.506265669993544
9104,6762813916,42630,5,3.5,8.232440158470336,8.488382109562117,2.0,0,3,3,9,7.944846711001996,6.846943139585379,2004,0,122021,52.9698,-114.357,8.006700845440367,8.647168267837984,3,70,13.500801182986649
9105,6762814055,42630,4,3.5,7.8636512654486515,8.537191877922927,2.0,0,0,3,8,7.507141079727608,6.660575149839686,2003,0,122007,52.9248,-114.585,7.601402334583733,8.812992231969966,1,56,13.490474083050811
9106,6762814088,42630,5,3.5,8.328692583545568,8.941545475242885,2.0,0,0,3,8,8.328692583545568,0.0,2003,0,122020,52.821,-114.198,8.11102783819368,8.847072312567807,2,79,13.487007879880162
9107,6762814244,42630,4,2.75,7.9865049385539955,8.350666240520924,2.0,0,0,3,9,7.9865049385539955,0.0,2004,0,122011,52.7829,-114.18,7.787796878181171,8.294299608857235,1,59,13.47302165746721
9108,6762814268,42630,4,1.0,7.427144133408616,8.31581113188354,1.5,0,0,3,7,7.427144133408616,0.0,1911,0,122028,52.8967,-114.527,7.462214939768189,8.228443883004033,2,72,13.471612215950506
9109,6762815128,42630,4,1.5,7.555381944240273,8.517393171418904,1.5,0,0,3,7,7.384610383176974,5.707110264748875,1912,0,122004,52.8897,-114.48,7.682943169878292,8.517393171418904,1,77,13.396201563945448
9110,6762816039,42630,3,1.0,7.313886831633462,7.783640596221253,1.5,0,0,5,7,7.313886831633462,0.0,1900,0,122003,52.8633,-114.552,7.484930283289661,8.188966863648876,3,78,13.3292978688177
9111,6762816055,42630,3,2.25,7.581209826196346,9.248214024404264,1.0,0,0,3,8,7.581209826196346,0.0,1988,0,122029,52.8036,-114.299,7.937731775260109,9.444067716830038,3,51,13.326121846238388
9112,6762816136,42630,3,2.5,7.875119281040293,9.223454011121566,2.0,0,0,3,9,7.875119281040293,0.0,1989,0,122058,52.9995,-114.449,7.937731775260109,9.222664121665014,3,79,13.31957518872681
9113,6762816814,42630,3,1.5,7.528869256642251,8.880585523102495,2.0,0,1,5,7,7.528869256642251,0.0,1952,0,122050,53.0016,-114.582,7.421177528595393,8.617219505483362,2,79,13.270785106659046
9115,6762816953,42630,3,1.75,7.450660796211539,8.30671904320269,1.0,0,0,5,7,6.7580945044277305,6.7580945044277305,1906,0,122006,52.9082,-114.504,7.450660796211539,8.39185670010494,2,79,13.26212705890841
9116,6762817177,42630,4,1.75,7.550135342488429,9.239704980606087,1.0,0,0,4,8,7.550135342488429,0.0,1966,0,122049,52.8244,-114.345,7.7057128238944275,9.170871628065816,2,76,13.246351123968212
9118,6762817394,42630,5,3.0,7.912423121473705,9.161150127785412,1.0,0,0,3,8,7.421177528595393,6.966967138613983,2014,0,122014,52.9804,-114.497,7.048386408721883,9.161150127785412,1,70,13.235604558882983
9119,6762817631,42630,3,2.25,7.6783263565068856,9.639587108749145,1.0,0,0,3,8,7.252053951852814,6.621405651764134,1965,2000,122030,52.8532,-114.328,7.687538766201629,9.0455836463617,3,69,13.217675375388819
9120,6762817975,42630,3,2.5,7.450660796211539,9.363662136919832,2.0,0,0,3,8,7.450660796211539,0.0,1987,1999,122005,52.9091,-114.303,7.544861068658458,9.243484970568485,3,59,13.199326270390594
9121,6762817976,42630,3,2.5,7.95892649305011,9.097843340749037,2.0,0,0,3,8,7.95892649305011,0.0,2004,0,122008,52.7636,-114.045,7.8826922062890254,8.727129915243166,1,63,13.199326270390594
9122,6762818146,42630,3,1.75,7.611347717403621,9.213535262872702,1.0,0,0,5,7,7.223295679562314,6.478509642208569,1952,0,122014,52.9787,-114.509,7.313886831633462,9.042749779782222,1,68,13.190023895035274
9123,6762818402,42630,5,2.25,7.576097340623111,8.990441550826862,1.0,0,2,3,7,7.048386408721883,6.68586094706836,1960,0,122029,52.8459,-114.304,7.484930283289661,9.054972284742485,1,59,13.171395417081426
9124,6762818455,42630,2,1.0,6.78105762593618,8.294299608857235,1.0,0,0,3,7,6.78105762593618,0.0,1940,0,122007,52.9147,-114.577,7.1785454837637,8.294299608857235,3,60,13.171155446333852
9125,6762818456,42630,4,1.75,7.409136443920128,9.054972284742485,1.0,0,0,3,8,7.409136443920128,0.0,1970,0,122005,52.8952,-114.336,7.438971592395862,9.054972284742485,2,80,13.171155446333852
9126,6762818457,42630,2,1.5,6.8679744089702925,8.881975184248867,1.0,0,0,3,7,6.8679744089702925,0.0,1910,1987,122032,52.879,-114.593,7.346655163176539,8.699681400989514,2,58,13.171155446333852
9128,6762818997,42630,4,2.25,7.762596048540069,9.43675855582405,2.0,0,0,3,8,7.762596048540069,0.0,1968,0,122050,53.0032,-114.572,7.645397699428633,8.98281222234415,2,52,13.132315688453556
9129,6762819277,42630,3,2.5,7.645397699428633,9.04852707581358,2.0,0,0,3,8,7.645397699428633,0.0,1951,1977,122050,52.9495,-114.561,7.403061091090091,8.999742789830492,1,53,13.120363378739663
9132,6762820291,42630,3,2.0,7.353081920515432,9.04899722156742,1.0,0,0,3,8,6.673297967767654,6.647688373563329,1969,0,122033,52.9561,-114.41,7.252053951852814,8.913146539151807,2,59,13.049794835104816
9133,6762820464,42630,3,2.5,7.43307534889858,8.543250725735527,1.0,0,0,3,7,7.43307534889858,0.0,1941,1998,122064,52.7534,-114.57,6.7580945044277305,8.544419177669829,1,75,13.038983942375959
9135,6762822090,42630,3,1.0,7.186144304522325,8.612685172875459,1.0,0,0,3,7,7.186144304522325,0.0,1955,0,122009,52.8005,-114.588,7.300472814267799,8.566173813637858,2,67,12.948012371209098
9136,6762822571,42630,3,1.0,7.2305631534092925,8.855948534052018,1.5,0,0,4,7,7.2305631534092925,0.0,1925,0,122007,52.9287,-114.55,7.057036981697891,8.81001204797317,1,63,12.919024904363686
9137,6762823369,42630,4,2.5,7.878912912297133,8.460834457746854,2.0,0,0,3,8,7.878912912297133,0.0,2014,0,122024,52.601,-114.207,7.771067086065406,8.460834457746854,3,53,12.872665356318858
9138,6762823664,42630,3,2.5,7.591357046698551,9.760944245750586,2.0,1,4,3,10,7.365812837209472,5.993961427306569,1984,0,122031,52.6851,-114.563,7.630946580890459,9.75927070177572,3,70,12.847929163278053
9139,6762824149,42630,3,2.5,7.791935956938058,8.460834457746854,2.0,0,0,3,8,7.791935956938058,0.0,2014,0,122024,52.601,-114.208,7.771067086065406,8.343077871169383,2,71,12.821115031116872
9140,6762824199,42630,3,2.5,7.791935956938058,8.460834457746854,2.0,0,0,3,8,7.791935956938058,0.0,2014,0,122024,52.601,-114.208,7.771067086065406,8.343077871169383,3,62,12.815566441092866
9141,6762824232,42630,3,1.75,7.427144133408616,8.717518372649767,1.0,0,0,3,8,7.427144133408616,0.0,1989,0,122042,52.6801,-114.398,7.7057128238944275,8.642062173462106,3,68,12.810391344620207
9142,6762824233,42630,2,1.0,7.099201743553092,8.036249942132116,1.0,0,0,3,6,6.7580945044277305,5.860786223465865,1926,0,122051,52.7832,-114.467,7.099201743553092,8.116417072794205,3,80,12.810391344620207
9143,6762824275,42630,4,2.5,7.669028288589683,8.902591637374087,2.0,0,0,3,8,7.669028288589683,0.0,1985,0,122046,52.6783,-114.314,7.659642954564682,9.035510680940524,1,66,12.807655372286902
9144,6762824441,42630,3,2.0,7.581209826196346,9.087833697483386,1.0,0,3,4,6,6.8885724595653635,6.8885724595653635,1940,0,122063,52.7401,-114.436,7.692113339595466,8.758412389457677,2,79,12.793862088206213
9145,6762824745,42630,3,2.5,7.831220214604293,8.268988209506656,2.0,0,0,3,8,7.831220214604293,0.0,2014,0,122023,52.5511,-114.372,7.779466967458324,8.869116865929483,3,60,12.776772491986527
9146,6762824899,42630,5,3.0,7.83241092718792,8.612685172875459,1.0,0,0,3,8,7.346655163176539,6.878326468291325,2004,0,122063,52.7238,-114.445,7.438971592395862,8.987321812850125,2,59,12.765691290604371
9147,6762825169,42630,2,1.0,7.030857476116121,8.997394645638419,1.0,0,0,4,7,7.030857476116121,0.0,1921,0,122038,52.9364,-114.545,7.107425474110705,8.962007209588313,1,69,12.75130259456002
9148,6762825425,42630,3,2.0,7.201170883281678,9.23024103368252,1.5,0,0,3,7,7.201170883281678,0.0,1953,0,122038,53.0056,-114.541,7.259116128097101,9.23024103368252,2,76,12.736556768559339
9149,6762825797,42630,4,2.25,7.490529402060711,9.202409001649903,1.0,0,0,4,7,7.065613363597717,6.431331081933479,1969,0,122015,52.7426,-114.339,7.596392304064196,9.174609562020384,3,56,12.706850963741102
9150,6762826042,42630,3,2.25,7.7057128238944275,9.681655640646714,1.0,0,0,4,8,7.484930283289661,6.089044875446846,1966,0,122065,52.6058,-114.407,7.640603826393634,9.16785032035523,3,70,12.691583538230217
9151,6762826713,42630,3,1.0,6.898714534329988,8.860924729719041,1.0,0,0,3,7,6.898714534329988,0.0,1967,0,122033,52.9574,-114.392,7.0909098220799835,9.002824076547672,3,70,12.644330802262578
9152,6762826780,42630,2,1.5,7.32052696227274,9.194617411510947,1.0,0,0,4,7,7.32052696227274,0.0,1961,0,122070,52.6719,-114.46,7.372118028337787,9.145161645951188,3,79,12.644169499451689
9153,6762827197,42630,4,1.5,7.365812837209472,9.23317760587894,1.0,0,0,3,6,6.673297967767654,6.673297967767654,1945,2008,122063,52.7302,-114.436,7.030857476116121,8.847359875474174,2,77,12.611474418299364
9154,6762827296,42630,5,2.25,7.741099090035366,9.350623917423238,1.0,0,0,3,8,7.170888478512505,6.90875477931522,1963,0,122065,52.6112,-114.413,7.762596048540069,9.350623917423238,1,50,12.608034959344433
9156,6762827513,42630,3,2.25,7.528869256642251,9.542517684314515,1.0,0,0,4,7,7.528869256642251,0.0,1961,0,122065,52.6046,-114.407,7.333676395657684,9.212238569259263,2,78,12.581081982573842
9157,6762828209,42630,4,1.0,7.201170883281678,10.021315031649332,1.5,0,0,3,7,7.201170883281678,0.0,1926,0,122056,52.719,-114.506,7.390798521735676,9.287394001418473,3,58,12.524530013005734
9158,6762828210,42630,4,1.75,7.581209826196346,8.728749873478527,1.0,0,0,4,8,7.581209826196346,0.0,1967,0,122018,52.5431,-114.573,7.606387389772652,9.007367027451355,2,70,12.524530013005734
9159,6762828340,42630,4,1.75,7.237778191923443,9.274347501950475,1.0,0,0,4,7,6.93828448401696,5.8888779583328805,1960,0,122043,52.6428,-114.513,7.496097345175956,9.389406636049465,2,55,12.513561021741964
9160,6762828509,42630,1,1.0,6.928537818164665,8.97727273946428,1.0,0,0,3,7,6.928537818164665,0.0,1947,1983,122034,52.7685,-114.545,6.90875477931522,8.877521453852872,1,56,12.502470376049185
9161,6762829036,42630,4,2.0,7.848153086199526,9.405578154036684,1.0,0,0,4,7,7.208600337960199,7.099201743553092,1960,0,122040,52.5626,-114.513,7.490529402060711,9.384881741451174,2,63,12.449022745701502
9162,6762829244,42630,3,1.75,7.208600337960199,9.053569596026234,1.0,0,0,3,7,7.208600337960199,0.0,1985,0,122040,52.5479,-114.52,7.415175109613295,9.052399183907607,2,71,12.429220196836383
9163,6762829245,42630,3,2.0,7.372118028337787,8.999742789830492,1.0,0,0,3,7,6.966967138613983,6.274762021241939,1996,0,122024,52.5911,-114.237,7.372118028337787,8.999742789830492,1,59,12.429220196836383
9164,6762829388,42630,3,1.0,7.293697720601438,8.946505025998682,1.0,0,0,3,7,7.107425474110705,5.5254529391317835,1946,0,122034,52.7576,-114.549,7.293697720601438,8.82246957226897,1,76,12.421188057397055
9165,6762829900,42630,3,2.25,7.409136443920128,8.239857411018601,2.0,0,0,3,7,7.409136443920128,0.0,1985,0,122067,52.6208,-114.357,7.32052696227274,8.292798858200374,1,64,12.361810636341106
9166,6762830090,42630,3,1.0,7.030857476116121,9.212238569259263,1.0,0,0,4,6,7.030857476116121,0.0,1954,0,122066,52.6033,-114.465,7.479299637782834,8.94910546953925,1,70,12.33270970174018
9167,6762830380,42630,3,1.0,7.01301578963963,9.19299073364107,1.0,0,0,3,7,7.01301578963963,0.0,1966,0,122043,52.599,-114.501,7.340186835320115,9.228965836099349,1,76,12.28765724080691
9168,6762830439,42630,4,1.0,7.030857476116121,8.909370405197466,1.0,0,0,4,7,7.030857476116121,0.0,1969,0,122040,52.5737,-114.506,7.340186835320115,8.906528917594517,2,55,12.278397958261774
9169,6762830440,42630,3,1.5,7.384610383176974,8.576405051048084,1.0,0,0,4,6,7.384610383176974,0.0,1968,0,122035,52.5932,-114.277,6.966967138613983,8.576405051048084,2,73,12.278397958261774
9172,6762811359,42631,3,2.25,7.816416983691801,9.617337639062423,1.0,0,4,3,9,7.193685818395112,7.048386408721883,1967,2003,122016,52.7797,-114.586,7.824445930877619,9.009325172734973,1,76,13.864301674514206
9173,6762812522,42631,3,1.75,7.83241092718792,8.419580362549237,1.0,0,0,5,9,7.2868764117507,6.966967138613983,1954,0,122032,52.8681,-114.591,7.534228326274089,8.521981708148035,2,76,13.651815643149092
9175,6762812724,42631,4,1.0,7.507141079727608,8.294299608857235,2.0,0,0,3,8,7.507141079727608,0.0,1923,0,122013,52.8559,-114.511,7.62608275807238,8.294299608857235,3,73,13.623139877437296
9176,6762813077,42631,4,3.25,8.166500319155052,8.566173813637858,2.0,0,0,3,9,8.166500319155052,0.0,2012,0,122045,52.9169,-114.209,8.0774471493312,8.662504922576291,3,67,13.586098651497313
9177,6762813257,42631,4,2.75,7.951911381854188,8.489821994620105,3.0,0,0,3,9,7.951911381854188,0.0,2014,0,122005,52.9403,-114.298,8.003363058629947,8.57828829077605,1,54,13.566986376179663
9178,6762813818,42631,4,2.5,7.930565854233965,8.815518423966498,2.0,0,0,3,9,7.930565854233965,0.0,2002,0,122027,52.7956,-114.312,7.919719760924575,8.981052985901483,1,52,13.513054553109397
9180,6762814454,42631,3,2.0,7.507141079727608,8.314097335405807,2.0,0,2,3,8,7.507141079727608,0.0,1937,1987,122026,52.9035,-114.591,7.6783263565068856,8.594339400592892,1,60,13.457407451830088
9181,6762814607,42631,3,1.5,7.473637108496206,8.493105395887147,1.5,0,3,3,8,7.1631723908466425,6.154858094016418,1928,0,122016,52.7634,-114.578,7.518064181233078,8.51699317141357,1,66,13.441545570402797
9182,6762814770,42631,3,2.5,7.80016307039296,8.431199478249262,2.0,0,0,3,8,7.80016307039296,0.0,2010,0,122005,52.9373,-114.304,7.919719760924575,8.431199478249262,2,61,13.426756538561795
9183,6762814992,42631,3,1.0,7.13966033596492,10.10850786559065,1.5,0,2,4,7,7.13966033596492,0.0,1937,0,122016,52.7742,-114.586,7.824445930877619,9.419060402624668,1,67,13.407543823396258
9184,6762815272,42631,4,2.75,7.878912912297133,8.738895704934043,2.0,0,0,3,9,7.878912912297133,0.0,2001,0,122020,52.8088,-114.249,7.878912912297133,8.682538124003075,3,57,13.384729180332174
9188,6762815905,42631,2,1.75,7.427144133408616,9.01042494678118,1.0,0,0,4,8,7.427144133408616,0.0,1983,0,122012,52.7903,-114.271,7.779466967458324,8.962135390066601,2,66,13.3374763699232
9189,6762816481,42631,4,2.25,7.560601162768557,8.078998258685154,1.5,0,0,5,7,7.170888478512505,6.431331081933479,1923,0,122009,52.8148,-114.574,7.581209826196346,8.229777750081887,2,50,13.296318365198623
9190,6762816571,42631,3,2.0,8.016647877057803,9.14580185083861,1.0,0,1,4,7,7.650168700845001,6.836259277277067,1959,0,122016,52.7589,-114.581,7.596392304064196,8.70167907103957,1,61,13.28787951079572
9192,6762817440,42631,3,1.0,7.496097345175956,8.295548516225763,1.5,0,0,4,7,7.057036981697891,6.46302945692067,1929,0,122007,52.9176,-114.57,7.123672785204607,8.295548516225763,2,58,13.228525371792253
9193,6762817468,42631,4,2.0,7.427144133408616,7.8636512654486515,1.0,0,0,5,7,6.734591659972948,6.734591659972948,1915,0,122026,52.8948,-114.553,7.427144133408616,8.114025442356757,1,66,13.22672519452875
9195,6762817632,42631,4,2.75,8.033009498596668,8.814627555310697,2.0,0,3,3,9,8.033009498596668,0.0,2003,0,122046,52.6822,-114.308,8.033009498596668,8.814627555310697,3,52,13.217675375388819
9196,6762817633,42631,4,2.5,7.941295570906532,8.92930284224307,2.0,0,0,3,9,7.941295570906532,0.0,1992,0,122021,52.9741,-114.363,7.919719760924575,8.941545475242885,2,69,13.217675375388819
9197,6762817748,42631,5,3.0,8.191740021277457,8.9300972286214,2.0,0,0,3,8,8.191740021277457,0.0,2003,0,122024,52.5834,-114.202,8.191740021277457,8.984693690443855,3,50,13.217493541006709
9198,6762817977,42631,3,1.75,7.732369222284388,9.721485944553093,1.5,0,0,4,6,7.473637108496206,6.255750041753367,1909,0,122033,52.9396,-114.409,7.523481312573497,9.143345503151904,3,57,13.199326270390594
9199,6762818107,42631,3,2.25,7.635786861395585,8.882946799288174,1.0,0,0,3,8,7.450660796211539,5.860786223465865,1973,0,122050,53.0035,-114.561,7.762596048540069,8.984818995876008,3,72,13.190210793107218
9200,6762818147,42631,2,1.5,7.57095858316901,8.648396877031582,1.0,0,0,3,7,6.878326468291325,6.878326468291325,1937,0,122007,52.9181,-114.557,7.1316985104669115,8.648396877031582,3,58,13.190023895035274
9203,6762818459,42631,4,2.5,7.804251383528112,8.571870752706934,2.0,0,0,3,8,7.804251383528112,0.0,2003,0,122017,53.0034,-114.414,7.741099090035366,8.449984441722787,3,75,13.171155446333852
9204,6762818746,42631,3,1.75,7.3783837129967145,9.946259644379998,1.0,0,0,3,8,7.3783837129967145,0.0,1955,0,122027,52.7932,-114.372,7.878912912297133,9.818201958253768,3,77,13.151924121391561
9205,6762819369,42631,4,1.75,7.852050207265889,9.395989718862811,1.0,0,0,3,8,7.555381944240273,6.493753839851686,1978,0,122019,52.856,-114.238,7.696667081526462,9.42424134192346,3,73,13.112315061750808
9206,6762819496,42631,4,2.25,7.645397699428633,9.293761980115255,2.0,0,0,3,8,7.645397699428633,0.0,1970,0,122010,52.9015,-114.354,7.496097345175956,9.78633556772527,1,74,13.102162710901053
9207,6762819571,42631,3,2.0,7.32052696227274,8.006700845440367,1.0,0,0,4,7,6.814542897259958,6.398594934535208,1972,0,122006,52.9104,-114.509,7.390798521735676,8.294299608857235,1,52,13.100119813444692
9208,6762820177,42631,3,2.25,7.390798521735676,9.071308163280625,1.0,0,0,3,7,7.107425474110705,5.993961427306569,1962,0,122030,52.8371,-114.327,7.3783837129967145,8.976009475021396,2,75,13.06038371293213
9209,6762820178,42631,5,3.0,8.07837810362652,8.759668671029939,2.0,0,0,3,9,8.07837810362652,0.0,2014,0,122035,52.5888,-114.353,7.590852123688581,9.853824507517027,1,75,13.06038371293213
9210,6762820840,42631,3,2.5,7.687538766201629,8.34924780056679,2.0,0,0,3,8,7.687538766201629,0.0,2004,0,122017,53.0033,-114.416,7.840312983320164,8.435549202375727,2,75,13.017005083966255
9213,6762821490,42631,2,1.0,6.580639137284949,8.630700432209832,1.0,0,0,4,7,6.580639137284949,0.0,1920,0,122009,52.7941,-114.581,7.193685818395112,8.630700432209832,2,66,12.983103608918753
9214,6762821491,42631,2,1.0,7.714677473800927,8.881975184248867,1.0,0,0,4,7,7.02197642307216,7.02197642307216,1940,0,122051,52.7931,-114.461,7.237778191923443,8.699681400989514,3,59,12.983103608918753
9215,6762821598,42631,3,2.5,7.415175109613295,9.61587214452889,1.0,0,0,4,7,7.415175109613295,0.0,1970,0,122020,52.8103,-114.24,7.630946580890459,9.616871578266345,3,73,12.976183182038383
9216,6762822155,42631,4,2.5,7.7057128238944275,8.824824939175638,2.0,0,0,3,7,7.7057128238944275,0.0,2002,0,122015,52.72,-114.34,7.7057128238944275,8.576216531865699,1,78,12.9478933167868
9217,6762823125,42631,4,1.75,7.630946580890459,8.974744612722734,1.0,0,0,4,7,6.976348070447749,6.898714534329988,1957,0,122029,52.8328,-114.31,7.5126175446745105,8.987321812850125,2,76,12.886643575525625
9218,6762823356,42631,4,2.5,7.716906135298388,8.373553741214627,2.0,0,0,3,8,7.716906135298388,0.0,2014,0,122024,52.5857,-114.253,7.836369760545124,8.4071550862073,3,78,12.873878940916477
9219,6762823407,42631,4,2.5,7.878912912297133,8.629807335785372,2.0,0,0,3,8,7.878912912297133,0.0,2011,0,122024,52.5851,-114.244,7.518064181233078,8.51959031601596,2,59,12.868737422460093
9220,6762823555,42631,4,1.75,7.650168700845001,8.872907674259846,1.0,0,0,4,7,6.957497370876951,6.957497370876951,1955,0,122034,52.7653,-114.539,7.456454555176209,8.294299608857235,3,63,12.85840043573314
9221,6762823758,42631,3,2.5,7.365812837209472,8.031385330625534,2.0,0,0,3,8,7.365812837209472,0.0,2013,0,122064,52.775,-114.558,7.444833273892193,7.984462732262196,2,69,12.84529412258351
9222,6762823894,42631,3,1.0,7.030857476116121,9.433563920090563,1.5,0,0,3,7,7.030857476116121,0.0,1954,0,122051,52.7791,-114.458,7.732369222284388,9.076923258535832,1,61,12.834683971615659
9223,6762824541,42631,4,1.5,7.544861068658458,8.708309295891688,1.0,0,0,4,7,7.544861068658458,0.0,1955,0,122022,52.9355,-114.49,7.32052696227274,8.711607995897575,1,57,12.791080452981857
9225,6762824619,42631,3,1.0,6.825460036255307,8.259458195332408,1.0,0,0,3,6,6.825460036255307,0.0,1970,0,122051,52.7824,-114.46,6.985641817639208,8.546946149565585,3,70,12.782688818818986
9226,6762824900,42631,3,2.5,7.80016307039296,9.834941010001018,2.0,0,0,4,8,7.80016307039296,0.0,1994,0,122035,52.5972,-114.316,7.836369760545124,9.268986567408916,2,73,12.765691290604371
9227,6762824901,42631,3,1.75,7.606387389772652,8.724369949208368,2.0,0,0,5,7,7.606387389772652,0.0,1939,0,122063,52.7275,-114.421,7.479299637782834,8.906664409770052,1,79,12.765691290604371
9228,6762824902,42631,4,2.5,7.333676395657684,7.718240951959316,1.5,0,0,3,7,7.333676395657684,0.0,1914,0,122054,52.8066,-114.499,7.201170883281678,8.216358332386156,2,52,12.765691290604371
9229,6762825348,42631,4,3.0,7.7752758464868625,9.917291833512525,1.0,0,0,3,8,7.313886831633462,6.78105762593618,1999,0,122018,52.5346,-114.582,7.771067086065406,9.644781588320864,1,72,12.73670383776449
9230,6762825596,42631,3,2.5,7.438971592395862,8.809713540508268,2.0,0,0,3,7,7.438971592395862,0.0,1997,0,122024,52.6126,-114.218,7.692113339595466,8.902047345620277,2,76,12.721888795877375
9231,6762826629,42631,4,2.5,7.976251943745623,9.059168584174444,2.0,0,0,3,8,7.976251943745623,0.0,2004,0,122040,52.4896,-114.494,7.9269635448629785,9.059866258621348,2,58,12.651402490133291
9232,6762826781,42631,3,1.5,7.0909098220799835,9.655474810542554,1.0,0,0,3,7,7.0909098220799835,0.0,1985,0,122025,52.7052,-113.945,7.099201743553092,9.655474810542554,1,65,12.644169499451689
9233,6762826921,42631,4,2.5,7.557472901614746,8.055475141757274,2.0,0,0,3,8,7.557472901614746,0.0,2009,0,122042,52.66,-114.378,7.44716835960004,8.059908334578276,2,54,12.628070334272698
9234,6762827787,42631,2,1.0,6.825460036255307,8.674367865788236,1.0,0,0,4,6,6.825460036255307,0.0,1900,0,122059,52.7741,-114.494,7.403061091090091,8.608312784783722,2,77,12.560247968016562
